,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
122413,10509903,HZ251511,05/04/2016 06:35:00 PM,097XX S JEFFERY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,431,4.0,7.0,51.0,26,1191212.0,1840858.0,2016,05/11/2016 03:50:55 PM,41.718318926,-87.575256082,"(41.718318926, -87.575256082)"
122435,10509906,HZ251470,05/04/2016 05:45:00 PM,010XX W WILSON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1914,19.0,46.0,3.0,08B,1168692.0,1930721.0,2016,05/11/2016 03:50:55 PM,41.965425822,-87.655139299,"(41.965425822, -87.655139299)"
122478,10509909,HZ251294,05/04/2016 04:03:00 PM,030XX N BROADWAY,0560,ASSAULT,SIMPLE,DRUG STORE,False,False,1934,19.0,44.0,6.0,08A,1171724.0,1920381.0,2016,05/11/2016 03:50:55 PM,41.936986127,-87.644297045,"(41.936986127, -87.644297045)"
122565,10509911,HZ251320,05/04/2016 04:30:00 PM,008XX W LAWRENCE AVE,0460,BATTERY,SIMPLE,APARTMENT,False,True,1914,19.0,46.0,3.0,08B,1169822.0,1932084.0,2016,05/11/2016 03:50:55 PM,41.969141315,-87.650944654,"(41.969141315, -87.650944654)"
123152,10509914,HZ251475,05/04/2016 03:30:00 PM,052XX S LAKE PARK AVE,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,False,False,234,2.0,4.0,41.0,06,1187633.0,1870769.0,2016,05/11/2016 03:50:55 PM,41.800483161,-87.587414531,"(41.800483161, -87.587414531)"
123174,10509915,HZ251330,05/04/2016 03:30:00 PM,055XX W GRAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,POLICE FACILITY/VEH PARKING LOT,False,False,2515,25.0,29.0,19.0,14,1138788.0,1913480.0,2016,05/11/2016 03:50:55 PM,41.918711651,-87.76551063,"(41.918711651, -87.76551063)"
123261,10509921,HZ251530,05/04/2016 06:00:00 PM,017XX E 79TH ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,414,4.0,8.0,43.0,06,1189186.0,1852942.0,2016,05/11/2016 03:50:55 PM,41.751527336,-87.582290243,"(41.751527336, -87.582290243)"
123414,10509922,HZ251359,05/04/2016 07:00:00 AM,043XX W WABANSIA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2534,25.0,31.0,23.0,07,1147025.0,1910941.0,2016,05/11/2016 03:50:55 PM,41.911590736,-87.73531182,"(41.911590736, -87.73531182)"
123458,10509927,HZ251431,05/04/2016 05:45:00 PM,056XX S SHIELDS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,711,7.0,3.0,68.0,08B,1174935.0,1867409.0,2016,05/11/2016 03:50:55 PM,41.791555921,-87.634081949,"(41.791555921, -87.634081949)"
123611,10509941,HZ251500,05/04/2016 05:30:00 PM,001XX N WABASH AVE,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,111,1.0,42.0,32.0,08A,1176799.0,1901023.0,2016,05/11/2016 03:50:55 PM,41.883753521,-87.626232394,"(41.883753521, -87.626232394)"
123633,10509942,HZ251345,05/04/2016 04:36:00 PM,095XX S INDIANA AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,511,5.0,6.0,49.0,03,1179264.0,1841740.0,2016,05/11/2016 03:50:55 PM,41.721019612,-87.618990007,"(41.721019612, -87.618990007)"
124746,10509947,HZ251513,05/04/2016 05:57:00 PM,057XX W MADISON ST,1360,CRIMINAL TRESPASS,TO VEHICLE,VEHICLE NON-COMMERCIAL,True,False,1513,15.0,29.0,25.0,26,1138058.0,1899436.0,2016,05/11/2016 03:50:55 PM,41.880186421,-87.768532463,"(41.880186421, -87.768532463)"
124877,10509949,HZ251457,05/04/2016 06:00:00 PM,0000X W 87TH ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA STATION,True,False,634,6.0,21.0,44.0,26,1177549.0,1847286.0,2016,05/11/2016 03:50:55 PM,41.736277427,-87.62510451,"(41.736277427, -87.62510451)"
125010,10509950,HZ251461,05/04/2016 05:20:00 PM,011XX W JACKSON BLVD,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,1232,12.0,2.0,28.0,06,1168933.0,1898798.0,2016,05/11/2016 03:50:55 PM,41.877822179,-87.655181405,"(41.877822179, -87.655181405)"
125031,10509952,HZ251463,05/04/2016 05:40:00 PM,0000X W 87TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,634,6.0,21.0,44.0,11,1177549.0,1847286.0,2016,05/11/2016 03:50:55 PM,41.736277427,-87.62510451,"(41.736277427, -87.62510451)"
125053,10509954,HZ251556,05/04/2016 03:24:00 PM,0000X E GRAND AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,False,False,1834,18.0,42.0,8.0,06,1176740.0,1903915.0,2016,05/11/2016 03:50:55 PM,41.891690656,-87.626361552,"(41.891690656, -87.626361552)"
125119,10509955,HZ251570,05/04/2016 05:20:00 PM,052XX S LAKE PARK AVE,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,False,False,234,2.0,4.0,41.0,06,1187633.0,1870769.0,2016,05/11/2016 03:50:55 PM,41.800483161,-87.587414531,"(41.800483161, -87.587414531)"
125314,10509957,HZ251464,05/04/2016 04:00:00 PM,047XX N CENTRAL PARK AVE,0460,BATTERY,SIMPLE,RESIDENCE,False,True,1723,17.0,33.0,14.0,08B,1151534.0,1931180.0,2016,05/11/2016 03:50:55 PM,41.96704069,-87.718213531,"(41.96704069, -87.718213531)"
125709,10509958,HZ251412,05/04/2016 10:20:00 AM,067XX W GRAND AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,False,True,2512,25.0,36.0,18.0,26,1131156.0,1915217.0,2016,05/11/2016 03:50:55 PM,41.923613437,-87.793511665,"(41.923613437, -87.793511665)"
125838,10509959,HZ251283,05/04/2016 04:00:00 PM,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1833,18.0,42.0,8.0,06,1177330.0,1906499.0,2016,05/11/2016 03:50:55 PM,41.898767916,-87.624116333,"(41.898767916, -87.624116333)"
125881,10509960,HZ251386,05/04/2016 05:04:00 PM,036XX W GRAND AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESTAURANT,False,False,2535,25.0,27.0,23.0,04B,1151523.0,1907901.0,2016,05/11/2016 03:50:55 PM,41.903161441,-87.718867458,"(41.903161441, -87.718867458)"
126078,10509962,HZ251495,05/04/2016 06:15:00 PM,031XX W 62ND ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,823,8.0,15.0,66.0,03,1156358.0,1863347.0,2016,05/11/2016 03:50:55 PM,41.780803643,-87.702309848,"(41.780803643, -87.702309848)"
126930,10509964,HZ251553,05/04/2016 06:00:00 PM,034XX W OHIO ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE,True,False,1121,11.0,27.0,23.0,18,1153127.0,1903782.0,2016,05/11/2016 03:50:55 PM,41.89182683,-87.713084988,"(41.89182683, -87.713084988)"
127060,10509965,HZ251428,05/04/2016 05:45:00 PM,020XX N LARRABEE ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,STREET,False,False,1812,18.0,43.0,7.0,20,1171945.0,1913722.0,2016,05/11/2016 03:50:55 PM,41.918708663,-87.643681684,"(41.918708663, -87.643681684)"
127191,10509966,HZ251414,05/04/2016 04:00:00 PM,036XX W 66TH ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,False,False,833,8.0,13.0,65.0,04B,1153292.0,1860602.0,2016,05/11/2016 03:50:55 PM,41.773332131,-87.713623033,"(41.773332131, -87.713623033)"
127818,10509968,HZ251536,05/04/2016 04:40:00 PM,001XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,111,1.0,42.0,32.0,06,1177270.0,1901551.0,2016,05/11/2016 03:50:55 PM,41.885191719,-87.624486846,"(41.885191719, -87.624486846)"
128254,10509971,HZ251480,05/04/2016 06:00:00 PM,016XX W OLIVE AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,False,False,2012,20.0,40.0,77.0,26,1164322.0,1937557.0,2016,05/11/2016 03:50:55 PM,41.984277849,-87.671012432,"(41.984277849, -87.671012432)"
128339,10509974,HZ251550,05/04/2016 06:24:00 PM,106XX S HALSTED ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,True,False,2233,22.0,34.0,49.0,26,1172868.0,1834252.0,2016,05/11/2016 03:50:55 PM,41.700614688,-87.64263712,"(41.700614688, -87.64263712)"
128361,10509975,HZ251569,05/04/2016 07:10:00 PM,039XX W GRENSHAW ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,1132,11.0,24.0,29.0,18,1150335.0,1894751.0,2016,05/11/2016 03:50:55 PM,41.867099694,-87.723574471,"(41.867099694, -87.723574471)"
129036,10509979,HZ251567,05/04/2016 06:10:00 PM,030XX W WALNUT ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,False,1222,12.0,27.0,27.0,18,1156157.0,1901479.0,2016,05/11/2016 03:50:55 PM,41.885446536,-87.702019332,"(41.885446536, -87.702019332)"
129803,10509980,HZ251559,05/04/2016 05:53:00 PM,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1833,18.0,42.0,8.0,06,1177338.0,1906181.0,2016,05/11/2016 03:50:55 PM,41.897895128,-87.624096605,"(41.897895128, -87.624096605)"
129890,10509989,HZ251113,05/04/2016 12:00:00 PM,047XX N KIMBALL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1723,17.0,33.0,14.0,11,1152861.0,1931290.0,2016,05/11/2016 03:50:55 PM,41.96731629,-87.713331369,"(41.96731629, -87.713331369)"
130021,10510010,HZ251574,05/04/2016 07:15:00 PM,057XX S RACINE AVE,1661,GAMBLING,GAME/DICE,PARK PROPERTY,True,False,712,7.0,16.0,68.0,19,1169299.0,1866781.0,2016,05/11/2016 03:50:55 PM,41.78995655,-87.654766198,"(41.78995655, -87.654766198)"
130650,10510011,HZ251560,05/04/2016 06:00:00 PM,066XX S FAIRFIELD AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,False,False,831,8.0,15.0,66.0,20,1159191.0,1860407.0,2016,05/11/2016 03:50:55 PM,41.772678343,-87.692003832,"(41.772678343, -87.692003832)"
130846,10510013,HZ251528,05/04/2016 06:06:00 PM,061XX S BISHOP ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,True,False,713,7.0,16.0,67.0,15,1167719.0,1864018.0,2016,05/11/2016 03:50:55 PM,41.782408617,-87.660638872,"(41.782408617, -87.660638872)"
131301,10510015,HZ251488,05/04/2016 04:13:00 PM,015XX S LAWNDALE AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,True,True,1014,10.0,24.0,29.0,04A,1151958.0,1892292.0,2016,05/11/2016 03:50:55 PM,41.860320126,-87.717680911,"(41.860320126, -87.717680911)"
131477,10510016,HZ251620,05/04/2016 07:57:00 PM,047XX W FIFTH AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,True,False,1131,11.0,24.0,25.0,16,1145037.0,1895286.0,2016,05/11/2016 03:50:55 PM,41.86866942,-87.74301085,"(41.86866942, -87.74301085)"
131651,10510017,HZ251582,05/04/2016 07:28:00 PM,055XX W DIVERSEY AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,False,False,2514,25.0,31.0,19.0,26,1138788.0,1918063.0,2016,05/11/2016 03:50:55 PM,41.931287903,-87.765399105,"(41.931287903, -87.765399105)"
131759,10510018,HZ251482,05/04/2016 05:30:00 PM,036XX W GRAND AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,False,False,2535,25.0,27.0,23.0,26,1151458.0,1907935.0,2016,05/11/2016 03:50:55 PM,41.903256018,-87.719105324,"(41.903256018, -87.719105324)"
132412,10510020,HZ251437,05/04/2016 02:30:00 PM,022XX W DEVON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2413,24.0,50.0,2.0,14,1160055.0,1942448.0,2016,05/11/2016 03:50:55 PM,41.997788407,-87.686570008,"(41.997788407, -87.686570008)"
132675,10510021,HZ251629,05/04/2016 01:00:00 PM,056XX W GUNNISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,False,False,1622,16.0,45.0,11.0,14,1137822.0,1931681.0,2016,05/11/2016 03:50:55 PM,41.968674545,-87.768619297,"(41.968674545, -87.768619297)"
132697,10510022,HZ251618,05/04/2016 08:00:00 PM,046XX W FIFTH AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,True,False,1131,11.0,24.0,25.0,16,1145566.0,1895350.0,2016,05/11/2016 03:50:55 PM,41.868835045,-87.741067129,"(41.868835045, -87.741067129)"
132785,10510024,HZ251583,05/04/2016 07:30:00 PM,041XX W OGDEN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,1013,10.0,22.0,29.0,26,1149475.0,1888636.0,2016,05/11/2016 03:50:55 PM,41.850336107,-87.726890238,"(41.850336107, -87.726890238)"
133222,10510025,HZ251519,05/04/2016 05:40:00 PM,010XX N DRAKE AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,True,False,1121,11.0,27.0,23.0,18,1152522.0,1906614.0,2016,05/11/2016 03:50:55 PM,41.899610095,-87.715231967,"(41.899610095, -87.715231967)"
133376,10510026,HZ251564,05/04/2016 08:30:00 AM,021XX S MILLARD AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1014,10.0,24.0,29.0,06,1152367.0,1889552.0,2016,05/11/2016 03:50:55 PM,41.852793186,-87.716251849,"(41.852793186, -87.716251849)"
134029,10510031,HZ251594,05/04/2016 07:30:00 PM,002XX E 35TH ST,0560,ASSAULT,SIMPLE,CONVENIENCE STORE,False,False,211,2.0,2.0,35.0,08A,1178598.0,1881840.0,2016,05/11/2016 03:50:55 PM,41.831073285,-87.620211441,"(41.831073285, -87.620211441)"
134095,10510033,HZ251557,05/04/2016 05:30:00 PM,014XX S MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,132,1.0,2.0,33.0,06,1177456.0,1893414.0,2016,05/11/2016 03:50:55 PM,41.862859101,-87.624050746,"(41.862859101, -87.624050746)"
134487,10510034,HZ251639,05/04/2016 03:00:00 PM,031XX W JACKSON BLVD,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, GROUNDS",False,False,1124,11.0,28.0,27.0,08A,1155317.0,1898515.0,2016,05/11/2016 03:50:55 PM,41.87732994,-87.705183648,"(41.87732994, -87.705183648)"
134553,10510035,HZ251383,05/04/2016 05:14:00 PM,084XX S DORCHESTER AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,True,False,412,4.0,8.0,45.0,26,1187009.0,1849211.0,2016,05/11/2016 03:50:55 PM,41.741340975,-87.590385844,"(41.741340975, -87.590385844)"
134857,10510036,HZ251523,05/04/2016 06:40:00 PM,048XX S DREXEL BLVD,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,223,2.0,4.0,39.0,08A,1183005.0,1873052.0,2016,05/11/2016 03:50:55 PM,41.806856848,-87.604315633,"(41.806856848, -87.604315633)"
134879,10510038,HZ251580,05/04/2016 05:30:00 AM,071XX S TALMAN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,831,8.0,18.0,66.0,05,1159943.0,1857173.0,2016,05/11/2016 03:50:55 PM,41.763788354,-87.689335949,"(41.763788354, -87.689335949)"
135011,10510041,HZ251611,05/04/2016 04:24:00 PM,048XX W MONTROSE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1624,16.0,45.0,15.0,14,1143457.0,1928819.0,2016,05/11/2016 03:50:55 PM,41.960717194,-87.747971229,"(41.960717194, -87.747971229)"
135033,10510043,HZ251589,05/04/2016 05:20:00 PM,015XX E 54TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,234,2.0,4.0,41.0,11,1187329.0,1869893.0,2016,05/11/2016 03:50:55 PM,41.798086587,-87.588557213,"(41.798086587, -87.588557213)"
135055,10510045,HZ251067,05/04/2016 01:00:00 PM,030XX S KOMENSKY AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1031,10.0,22.0,30.0,11,1149862.0,1884010.0,2016,05/11/2016 03:50:55 PM,41.837634261,-87.725590012,"(41.837634261, -87.725590012)"
135622,10510048,HZ251573,05/04/2016 07:20:00 PM,004XX N LARAMIE AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,False,False,1532,15.0,28.0,25.0,26,1141629.0,1902341.0,2016,05/11/2016 03:50:55 PM,41.888092864,-87.755348129,"(41.888092864, -87.755348129)"
135644,10510049,HZ251456,05/04/2016 06:12:00 PM,073XX S ABERDEEN ST,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,False,False,733,7.0,17.0,68.0,04B,1170255.0,1856066.0,2016,05/11/2016 03:50:55 PM,41.760532531,-87.65157229,"(41.760532531, -87.65157229)"
135775,10510050,HZ251541,05/04/2016 06:11:00 PM,071XX S MORGAN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,733,7.0,17.0,68.0,14,1170880.0,1857391.0,2016,05/11/2016 03:50:55 PM,41.764154883,-87.649243025,"(41.764154883, -87.649243025)"
136229,10510051,HZ251540,05/04/2016 06:11:00 PM,071XX S MORGAN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,733,7.0,17.0,68.0,14,1170880.0,1857391.0,2016,05/11/2016 03:50:55 PM,41.764154883,-87.649243025,"(41.764154883, -87.649243025)"
136251,10510052,HZ251590,05/04/2016 05:23:00 PM,060XX S PEORIA ST,0460,BATTERY,SIMPLE,RESIDENCE,False,False,712,7.0,16.0,68.0,08B,1171348.0,1864563.0,2016,05/11/2016 03:50:55 PM,41.783825482,-87.647318006,"(41.783825482, -87.647318006)"
